# git_sha=46199443972a9686db0a0a327fb68eb9ee62d1ac
# code_dirty=no
# prereg_md5=d8707a6607db6d54a006e14af9dcfe79
# spectral_table_sha256=2cfea122d9f6f8aae04b3cc53221d67f6d010f94ead1ff39a81a78f4398da0b8
# vessel_md5=4eddbbbb4098a09fae1039ca82cbc052
# physiology_md5=af16830e7f15c5cf9848c8eb694e99c8
# thermal_md5=6b0ecfc0353686a3534939ac9eff9a0e
# organism_md5=a5425fa33a97b64be9793a2788778abc
# run_md5=04c7a9c54fa237830dd550a2f64e17a4
# python=3.13.2
# numpy=2.3.5
# scipy=1.16.3
# written=2026-09-24T02:36:11-04:00
sigma_MPa,r_au,R_m,p_star_Pa,t_m,T_int_K,T_shell_K,f_photon,margin_BURST_Pa,margin_FREEZE_K,margin_BOIL_Pa,margin_STARVE_umol,margin_OPAQUE,first_violated
3.1,2.47,56.2341,1.296388,1.17583e-05,210.092493,177.085159,0.999998,0,-63.0575,-2.92946e-11,-0.000957944,0.749998,FREEZE
3.1,2.47,63.0957,1.292231,1.31507e-05,210.067926,177.085159,0.999998,0,-63.0821,-3.22089e-11,-0.000956315,0.749998,FREEZE
3.1,2.47,70.7946,1.287788,1.47046e-05,210.041590,177.085159,0.999998,0,-63.1084,-3.5326e-11,-0.000954571,0.749998,FREEZE
3.1,2.47,79.4328,1.283037,1.64379e-05,210.013341,177.085159,0.999997,-4.65661e-10,-63.1367,-3.86413e-11,-0.000952704,0.749997,FREEZE
3.1,2.47,89.1251,1.277958,1.83707e-05,209.983026,177.085159,0.999997,-4.65661e-10,-63.167,-4.21128e-11,-0.000950704,0.749997,FREEZE
3.1,2.47,100,1.272526,2.05246e-05,209.950489,177.085159,0.999997,0,-63.1995,-4.56841e-11,-0.000948563,0.749997,FREEZE
3.1,2.47,112.202,1.266721,2.29239e-05,209.915572,177.085159,0.999997,0,-63.2344,-4.93185e-11,-0.000946271,0.749997,FREEZE
3.1,2.47,125.893,1.260521,2.55952e-05,209.878114,177.085159,0.999996,0,-63.2719,-5.29252e-11,-0.000943817,0.749996,FREEZE
3.1,2.47,141.254,1.253904,2.85675e-05,209.837952,177.085159,0.999996,0,-63.312,-5.64417e-11,-0.000941194,0.749996,FREEZE
3.1,2.47,158.489,1.246850,3.1873e-05,209.794926,177.085159,0.999995,0,-63.3551,-5.977e-11,-0.000938392,0.749995,FREEZE
3.1,2.47,177.828,1.239341,3.55467e-05,209.748878,177.085159,0.999995,0,-63.4011,-6.28138e-11,-0.000935402,0.749995,FREEZE
3.1,2.47,199.526,1.231361,3.96272e-05,209.699653,177.085159,0.999994,4.65661e-10,-63.4503,-6.55054e-11,-0.000932216,0.749994,FREEZE
3.1,2.47,223.872,1.222893,4.41567e-05,209.647105,177.085159,0.999993,0,-63.5029,-6.77289e-11,-0.000928828,0.749993,FREEZE
3.1,2.47,251.189,1.213927,4.91814e-05,209.591096,177.085159,0.999993,0,-63.5589,-6.946e-11,-0.000925229,0.749993,FREEZE
3.1,2.47,281.838,1.204453,5.47518e-05,209.531498,177.085159,0.999992,0,-63.6185,-7.05898e-11,-0.000921416,0.749992,FREEZE
3.1,2.47,316.228,1.194465,6.09231e-05,209.468201,177.085159,0.999991,0,-63.6818,-7.11204e-11,-0.000917383,0.749991,FREEZE
3.1,2.47,354.813,1.183961,6.77557e-05,209.401107,177.085159,0.99999,-4.65661e-10,-63.7489,-7.10136e-11,-0.000913127,0.74999,FREEZE
3.1,2.47,398.107,1.172944,7.53157e-05,209.330144,177.085159,0.999989,0,-63.8199,-7.03153e-11,-0.000908647,0.749989,FREEZE
3.1,2.47,446.684,1.161421,8.36754e-05,209.255262,177.085159,0.999987,0,-63.8947,-6.90312e-11,-0.000903944,0.749987,FREEZE
3.1,2.47,501.187,1.149404,9.29139e-05,209.176439,177.085159,0.999986,0,-63.9736,-6.72329e-11,-0.000899019,0.749986,FREEZE
3.1,2.47,562.341,1.136910,0.000103118,209.093688,177.085159,0.999985,0,-64.0563,-6.50016e-11,-0.000893878,0.749985,FREEZE
3.1,2.47,630.957,1.123965,0.000114383,209.007054,177.085159,0.999983,0,-64.1429,-6.24405e-11,-0.000888527,0.749983,FREEZE
3.1,2.47,707.946,1.110597,0.000126813,208.916624,177.085159,0.999981,-4.65661e-10,-64.2334,-5.96521e-11,-0.000882976,0.749981,FREEZE
3.1,2.47,794.328,1.096842,0.000140525,208.822526,177.085159,0.999979,0,-64.3275,-1.29565e-10,-0.000877236,0.749979,FREEZE
3.1,2.47,891.251,1.082741,0.000155644,208.724929,177.085159,0.999977,0,-64.4251,-1.23565e-10,-0.000871323,0.749977,FREEZE
3.1,2.47,1000,1.068340,0.000172313,208.624047,177.085159,0.999974,0,-64.526,-1.17625e-10,-0.000865252,0.749974,FREEZE
3.1,2.47,1122.02,1.053692,0.000190687,208.520135,177.085159,0.999971,0,-64.6299,-1.11885e-10,-0.000859043,0.749971,FREEZE
3.1,2.47,1258.93,1.038849,0.000210941,208.413484,177.085159,0.999968,0,-64.7365,-1.06616e-10,-0.000852716,0.749968,FREEZE
3.1,2.47,1412.54,1.023870,0.000233267,208.304424,177.085159,0.999965,0,-64.8456,-1.01828e-10,-0.000846295,0.749965,FREEZE
3.1,2.47,1584.89,1.008814,0.000257881,208.193312,177.085159,0.999961,0,-64.9567,-9.75207e-11,-0.000839803,0.749961,FREEZE
3.1,2.47,1778.28,0.993741,0.000285024,208.080536,177.085159,0.999957,4.65661e-10,-65.0695,-9.38676e-11,-0.000833265,0.749957,FREEZE
3.1,2.47,1995.26,0.978710,0.000314965,207.966498,177.085159,0.999953,0,-65.1835,-9.09247e-11,-0.000826705,0.749953,FREEZE
3.1,2.47,2238.72,0.963780,0.000348005,207.851617,177.085159,0.999948,0,-65.2984,-8.85567e-11,-0.000820148,0.749948,FREEZE
3.1,2.47,2511.89,0.949006,0.000384483,207.736322,177.085159,0.999943,0,-65.4137,-8.68577e-11,-0.000813621,0.749943,FREEZE
3.1,2.47,2818.38,0.934442,0.000424777,207.621036,177.085159,0.999937,0,-65.529,-8.58618e-11,-0.000807146,0.749937,FREEZE
3.1,2.47,3162.28,0.920137,0.000469311,207.506179,177.085159,0.99993,0,-65.6438,-8.53482e-11,-0.000800746,0.74993,FREEZE
3.1,2.47,3548.13,0.906136,0.000518563,207.392154,177.085159,0.999923,0,-65.7578,-8.54322e-11,-0.000794442,0.749923,FREEZE
3.1,2.47,3981.07,0.892475,0.000573066,207.279334,177.085159,0.999914,0,-65.8707,-8.60332e-11,-0.000788254,0.749914,FREEZE
3.1,2.47,4466.84,0.879187,0.000633416,207.168054,177.085159,0.999905,0,-65.9819,-8.69441e-11,-0.000782198,0.749905,FREEZE
3.1,2.47,5011.87,0.866294,0.000700283,207.058602,177.085159,0.999895,0,-66.0914,-8.81351e-11,-0.000776287,0.749895,FREEZE
3.1,2.47,5623.41,0.853812,0.00077441,206.951198,177.085159,0.999884,0,-66.1988,-8.95551e-11,-0.000770529,0.749884,FREEZE
3.1,2.47,6309.57,0.841747,0.000856623,206.845994,177.085159,0.999872,0,-66.304,-9.10185e-11,-0.000764931,0.749872,FREEZE
3.1,2.47,7079.46,0.830094,0.000947841,206.743062,177.085159,0.999858,0,-66.4069,-9.23338e-11,-0.000759494,0.749858,FREEZE
3.1,2.47,7943.28,0.818840,0.00104908,206.642387,177.085159,0.999843,-4.65661e-10,-66.5076,-9.34529e-11,-0.000754212,0.749843,FREEZE
3.1,2.47,8912.51,0.807963,0.00116145,206.543865,177.085159,0.999827,0,-66.6061,-9.43069e-11,-0.00074908,0.749827,FREEZE
3.1,2.47,10000,0.797432,0.00128618,206.447301,177.085159,0.999808,0,-66.7027,-9.47887e-11,-0.000744083,0.749808,FREEZE
3.1,2.47,11220.2,0.787206,0.00142461,206.352414,177.085159,0.999787,0,-66.7976,-9.48052e-11,-0.000739205,0.749787,FREEZE
3.1,2.47,12589.3,0.777241,0.00157821,206.258838,177.085159,0.999764,0,-66.8912,-9.43409e-11,-0.000734426,0.749764,FREEZE
3.1,2.47,14125.4,0.767481,0.00174854,206.166126,177.085159,0.999739,0,-66.9839,-9.33513e-11,-0.000729722,0.749739,FREEZE
3.1,2.47,15848.9,0.757872,0.00193733,206.073767,177.085159,0.999711,0,-67.0762,-9.18668e-11,-0.000725066,0.749711,FREEZE
3.1,2.47,17782.8,0.748351,0.00214641,205.981191,177.085159,0.99968,-4.65661e-10,-67.1688,-8.98844e-11,-0.000720428,0.74968,FREEZE
3.1,2.47,19952.6,0.738856,0.00237776,205.887789,177.085159,0.999645,-4.65661e-10,-67.2622,-8.73319e-11,-0.000715779,0.749645,FREEZE
3.1,2.47,22387.2,0.729328,0.00263349,205.792940,177.085159,0.999607,0,-67.3571,-8.42664e-11,-0.000711089,0.749607,FREEZE
3.1,2.47,25118.9,0.719711,0.00291586,205.696031,177.085159,0.999565,0,-67.454,-8.05604e-11,-0.000706329,0.749565,FREEZE
3.1,2.47,28183.8,0.709953,0.00322729,205.596489,177.085159,0.999518,0,-67.5535,-7.63534e-11,-0.000701472,0.749518,FREEZE
3.1,2.47,31622.8,0.700015,0.00357039,205.493803,177.085159,0.999467,0,-67.6562,-7.16137e-11,-0.000696497,0.749467,FREEZE
3.1,2.47,35481.3,0.689867,0.00394797,205.387549,177.085159,0.999411,4.65661e-10,-67.7625,-6.65253e-11,-0.000691387,0.749411,FREEZE
3.1,2.47,39810.7,0.679490,0.00436306,205.277401,177.085159,0.999349,-4.65661e-10,-67.8726,-6.11939e-11,-0.000686128,0.749349,FREEZE
3.1,2.47,44668.4,0.668878,0.00481898,205.163145,177.085159,0.999281,0,-67.9869,-5.57879e-11,-0.000680716,0.749281,FREEZE
3.1,2.47,50118.7,0.658036,0.00531934,205.044675,177.085159,0.999207,4.65661e-10,-68.1053,-5.04563e-11,-0.000675149,0.749207,FREEZE
3.1,2.47,56234.1,0.646979,0.00586811,204.921986,177.085159,0.999125,0,-68.228,-1.10222e-10,-0.000669432,0.749125,FREEZE
3.1,2.47,63095.7,0.635729,0.00646965,204.795168,177.085159,0.999035,0,-68.3548,-9.9596e-11,-0.000663574,0.749035,FREEZE
3.1,2.47,70794.6,0.624317,0.00712875,204.664386,177.085159,0.998937,0,-68.4856,-8.98975e-11,-0.000657586,0.748937,FREEZE
3.1,2.47,79432.8,0.612776,0.00785073,204.529865,177.085159,0.99883,0,-68.6201,-8.10639e-11,-0.000651483,0.74883,FREEZE
3.1,2.47,89125.1,0.601141,0.00864142,204.391874,177.085159,0.998712,0,-68.7581,-7.32566e-11,-0.000645281,0.748712,FREEZE
3.1,2.47,100000,0.589450,0.00950726,204.250704,177.085159,0.998583,4.65661e-10,-68.8993,-6.63908e-11,-0.000638998,0.748583,FREEZE
3.1,2.47,112202,0.577736,0.0104553,204.106655,177.085159,0.998442,4.65661e-10,-69.0433,-6.03665e-11,-0.00063265,0.748442,FREEZE
3.1,2.47,125893,0.566033,0.0114934,203.960019,177.085159,0.998288,0,-69.19,-5.51107e-11,-0.000626252,0.748288,FREEZE
3.1,2.47,141254,0.554368,0.0126301,203.811063,177.085159,0.998119,0,-69.3389,-5.05062e-11,-0.00061982,0.748119,FREEZE
3.1,2.47,158489,0.542766,0.0138746,203.660018,177.085159,0.997934,0,-69.49,-1.20149e-10,-0.000613364,0.747934,FREEZE
3.1,2.47,177828,0.531246,0.0152372,203.507063,177.085159,0.997731,0,-69.6429,-1.11306e-10,-0.000606896,0.747731,FREEZE
3.1,2.47,199526,0.519822,0.0167287,203.352324,177.085159,0.99751,0,-69.7977,-1.0314e-10,-0.000600421,0.74751,FREEZE
3.1,2.47,223872,0.508501,0.0183612,203.195865,177.085159,0.997268,0,-69.9541,-9.54549e-11,-0.000593945,0.747268,FREEZE
3.1,2.47,251189,0.497287,0.0201472,203.037692,177.085159,0.997003,0,-70.1123,-8.81168e-11,-0.000587469,0.747003,FREEZE
3.1,2.47,281838,0.486181,0.0221007,202.877758,177.085159,0.996713,0,-70.2722,-8.09585e-11,-0.000580992,0.746713,FREEZE
3.1,2.47,316228,0.475179,0.0242363,202.715979,177.085159,0.996397,0,-70.434,-7.40397e-11,-0.000574514,0.746397,FREEZE
3.1,2.47,354813,0.464280,0.0265698,202.552250,177.085159,0.996052,0,-70.5977,-6.73496e-11,-0.000568031,0.746052,FREEZE
3.1,2.47,398107,0.453478,0.0291182,202.386465,177.085159,0.995675,0,-70.7635,-6.09483e-11,-0.000561541,0.745675,FREEZE
3.1,2.47,446684,0.442774,0.0319,202.218538,177.085159,0.995264,0,-70.9315,-5.48763e-11,-0.000555042,0.745264,FREEZE
3.1,2.47,501187,0.432168,0.034935,202.048423,177.085159,0.994816,0,-71.1016,-4.91894e-11,-0.000548536,0.744816,FREEZE
3.1,2.47,562341,0.421666,0.0382452,201.876128,177.085159,0.994328,0,-71.2739,-4.40328e-11,-0.000542024,0.744328,FREEZE
3.1,2.47,630957,0.411275,0.0418543,201.701719,177.085159,0.993797,0,-71.4483,-1.09433e-10,-0.000535511,0.743797,FREEZE
3.1,2.47,707946,0.401006,0.0457888,201.525327,177.085159,0.993218,0,-71.6247,-9.90156e-11,-0.000529004,0.743218,FREEZE
3.1,2.47,794328,0.390874,0.0500778,201.347138,177.085159,0.992589,0,-71.8029,-8.99656e-11,-0.00052251,0.742589,FREEZE
3.1,2.47,891251,0.380892,0.0547533,201.167379,177.085159,0.991903,0,-71.9826,-8.24897e-11,-0.00051604,0.741903,FREEZE
3.1,2.47,1e+06,0.371076,0.0598509,200.986311,177.085159,0.991157,0,-72.1637,-7.60351e-11,-0.000509604,0.741157,FREEZE
3.1,2.48,10,1.265648,2.04137e-06,209.909102,176.727772,1,0,-63.2409,-9.42002e-12,-0.000945846,0.75,FREEZE
3.1,2.48,11.2202,1.263811,2.28713e-06,209.898009,176.727772,1,0,-63.252,-8.73301e-12,-0.00094512,0.75,FREEZE
3.1,2.48,12.5893,1.261931,2.56238e-06,209.886648,176.727772,1,-4.65661e-10,-63.2634,-9.10672e-12,-0.000944376,0.75,FREEZE
3.1,2.48,14.1254,1.259999,2.87064e-06,209.874952,176.727772,1,0,-63.275,-9.58744e-12,-0.000943611,0.75,FREEZE
3.1,2.48,15.8489,1.258002,3.2158e-06,209.862849,176.727772,0.999999,0,-63.2872,-1.0179e-11,-0.000942819,0.749999,FREEZE
3.1,2.48,17.7828,1.255929,3.60225e-06,209.850265,176.727772,0.999999,0,-63.2997,-1.08826e-11,-0.000941998,0.749999,FREEZE
3.1,2.48,19.9526,1.253768,4.03483e-06,209.837126,176.727772,0.999999,0,-63.3129,-1.1706e-11,-0.00094114,0.749999,FREEZE
3.1,2.48,22.3872,1.251506,4.51899e-06,209.823354,176.727772,0.999999,-4.65661e-10,-63.3266,-1.26705e-11,-0.000940242,0.749999,FREEZE
3.1,2.48,25.1189,1.249132,5.06077e-06,209.808868,176.727772,0.999999,4.65661e-10,-63.3411,-1.3775e-11,-0.000939299,0.749999,FREEZE
3.1,2.48,28.1838,1.246631,5.66691e-06,209.793586,176.727772,0.999999,0,-63.3564,-1.50384e-11,-0.000938305,0.749999,FREEZE
3.1,2.48,31.6228,1.243990,6.34491e-06,209.777418,176.727772,0.999999,0,-63.3726,-1.64626e-11,-0.000937254,0.749999,FREEZE
3.1,2.48,35.4813,1.241195,7.10311e-06,209.760269,176.727772,0.999999,0,-63.3897,-1.8076e-11,-0.000936141,0.749999,FREEZE
3.1,2.48,39.8107,1.238230,7.95078e-06,209.742038,176.727772,0.999999,0,-63.408,-1.98881e-11,-0.000934959,0.749999,FREEZE
3.1,2.48,44.6684,1.235078,8.89821e-06,209.722616,176.727772,0.999999,0,-63.4274,-2.18878e-11,-0.000933701,0.749999,FREEZE
3.1,2.48,50.1187,1.231722,9.95683e-06,209.701889,176.727772,0.999998,0,-63.4481,-2.41116e-11,-0.000932361,0.749998,FREEZE
3.1,2.48,56.2341,1.228145,1.11393e-05,209.679732,176.727772,0.999998,0,-63.4703,-2.65556e-11,-0.00093093,0.749998,FREEZE
3.1,2.48,63.0957,1.224326,1.24596e-05,209.656017,176.727772,0.999998,0,-63.494,-2.92169e-11,-0.000929402,0.749998,FREEZE
3.1,2.48,70.7946,1.220246,1.39334e-05,209.630606,176.727772,0.999998,0,-63.5194,-3.20748e-11,-0.000927766,0.749998,FREEZE
3.1,2.48,79.4328,1.215885,1.55776e-05,209.603356,176.727772,0.999998,4.65661e-10,-63.5466,-3.51308e-11,-0.000926016,0.749998,FREEZE
3.1,2.48,89.1251,1.211222,1.74113e-05,209.574119,176.727772,0.999997,0,-63.5759,-3.83513e-11,-0.000924141,0.749997,FREEZE
3.1,2.48,100,1.206235,1.94554e-05,209.542741,176.727772,0.999997,0,-63.6073,-4.16938e-11,-0.000922134,0.749997,FREEZE
3.1,2.48,112.202,1.200905,2.17329e-05,209.509065,176.727772,0.999997,0,-63.6409,-4.51177e-11,-0.000919984,0.749997,FREEZE
3.1,2.48,125.893,1.195209,2.4269e-05,209.472931,176.727772,0.999996,0,-63.6771,-4.85505e-11,-0.000917683,0.749996,FREEZE
3.1,2.48,141.254,1.189128,2.70917e-05,209.434178,176.727772,0.999996,0,-63.7158,-5.19187e-11,-0.000915222,0.749996,FREEZE
3.1,2.48,158.489,1.182643,3.02317e-05,209.392645,176.727772,0.999995,0,-63.7574,-5.51594e-11,-0.000912592,0.749995,FREEZE
3.1,2.48,177.828,1.175734,3.37223e-05,209.348173,176.727772,0.999995,0,-63.8018,-5.81664e-11,-0.000909783,0.749995,FREEZE
3.1,2.48,199.526,1.168386,3.76006e-05,209.300606,176.727772,0.999994,0,-63.8494,-6.08755e-11,-0.000906789,0.749994,FREEZE
3.1,2.48,223.872,1.160583,4.19068e-05,209.249793,176.727772,0.999994,0,-63.9002,-6.31997e-11,-0.000903601,0.749994,FREEZE
3.1,2.48,251.189,1.152313,4.66852e-05,209.195593,176.727772,0.999993,0,-63.9544,-6.50378e-11,-0.000900213,0.749993,FREEZE
3.1,2.48,281.838,1.143566,5.1984e-05,209.137873,176.727772,0.999992,0,-64.0121,-6.63691e-11,-0.000896619,0.749992,FREEZE
3.1,2.48,316.228,1.134333,5.78561e-05,209.076515,176.727772,0.999991,0,-64.0735,-6.71381e-11,-0.000892815,0.749991,FREEZE
3.1,2.48,354.813,1.124613,6.43593e-05,209.011414,176.727772,0.99999,0,-64.1386,-6.73008e-11,-0.000888796,0.74999,FREEZE
3.1,2.48,398.107,1.114405,7.15569e-05,208.942487,176.727772,0.999989,0,-64.2075,-6.68863e-11,-0.00088456,0.749989,FREEZE
3.1,2.48,446.684,1.103714,7.95179e-05,208.869671,176.727772,0.999988,0,-64.2803,-6.58895e-11,-0.000880107,0.749988,FREEZE
3.1,2.48,501.187,1.092548,8.83179e-05,208.792932,176.727772,0.999987,0,-64.3571,-6.43963e-11,-0.000875439,0.749987,FREEZE
3.1,2.48,562.341,1.080923,9.804e-05,208.712265,176.727772,0.999985,0,-64.4377,-6.24572e-11,-0.000870558,0.749985,FREEZE
3.1,2.48,630.957,1.068858,0.000108775,208.627698,176.727772,0.999984,0,-64.5223,-6.01605e-11,-0.000865471,0.749984,FREEZE
3.1,2.48,707.946,1.056379,0.000120622,208.539300,176.727772,0.999982,0,-64.6107,-5.75917e-11,-0.000860185,0.749982,FREEZE
3.1,2.48,794.328,1.043517,0.000133693,208.447176,176.727772,0.99998,0,-64.7028,-1.24931e-10,-0.00085471,0.74998,FREEZE
3.1,2.48,891.251,1.030308,0.000148107,208.351477,176.727772,0.999978,0,-64.7985,-1.19273e-10,-0.00084906,0.749978,FREEZE
3.1,2.48,1000,1.016795,0.000163999,208.252393,176.727772,0.999975,0,-64.8976,-1.13639e-10,-0.000843249,0.749975,FREEZE
3.1,2.48,1122.02,1.003022,0.000181518,208.150159,176.727772,0.999973,0,-64.9998,-1.08093e-10,-0.000837295,0.749973,FREEZE
3.1,2.48,1258.93,0.989041,0.000200827,208.045047,176.727772,0.99997,0,-65.105,-1.02913e-10,-0.000831218,0.74997,FREEZE
3.1,2.48,1412.54,0.974904,0.000222111,207.937369,176.727772,0.999967,0,-65.2126,-9.80749e-11,-0.000825037,0.749967,FREEZE
3.1,2.48,1584.89,0.960668,0.000245574,207.827469,176.727772,0.999963,0,-65.3225,-9.3722e-11,-0.000818777,0.749963,FREEZE
3.1,2.48,1778.28,0.946388,0.000271442,207.715718,176.727772,0.999959,0,-65.4343,-9.00098e-11,-0.00081246,0.749959,FREEZE
3.1,2.48,1995.26,0.932121,0.000299972,207.602510,176.727772,0.999955,4.65661e-10,-65.5475,-8.68714e-11,-0.00080611,0.749955,FREEZE
3.1,2.48,2238.72,0.917924,0.000331448,207.488258,176.727772,0.99995,4.65661e-10,-65.6617,-8.43171e-11,-0.000799752,0.74995,FREEZE
3.1,2.48,2511.89,0.903849,0.000366188,207.373383,176.727772,0.999945,0,-65.7766,-8.2464e-11,-0.000793409,0.749945,FREEZE
3.1,2.48,2818.38,0.889950,0.000404552,207.258310,176.727772,0.99994,0,-65.8917,-8.11887e-11,-0.000787107,0.74994,FREEZE
3.1,2.48,3162.28,0.876275,0.000446939,207.143463,176.727772,0.999933,0,-66.0065,-8.04509e-11,-0.000780866,0.749933,FREEZE
3.1,2.48,3548.13,0.862867,0.000493801,207.029251,176.727772,0.999926,4.65661e-10,-66.1207,-8.03495e-11,-0.000774709,0.749926,FREEZE
3.1,2.48,3981.07,0.849765,0.000545641,206.916061,176.727772,0.999918,0,-66.2339,-8.06563e-11,-0.000768655,0.749918,FREEZE
3.1,2.48,4466.84,0.837003,0.000603025,206.804250,176.727772,0.99991,0,-66.3457,-8.13378e-11,-0.000762721,0.74991,FREEZE
3.1,2.48,5011.87,0.824606,0.000666584,206.694127,176.727772,0.9999,0,-66.4559,-8.24225e-11,-0.000756922,0.7499,FREEZE
3.1,2.48,5623.41,0.812593,0.000737023,206.585945,176.727772,0.99989,0,-66.5641,-8.37096e-11,-0.000751268,0.74989,FREEZE
3.1,2.48,6309.57,0.800972,0.000815128,206.479894,176.727772,0.999878,0,-66.6701,-8.5013e-11,-0.000745766,0.749878,FREEZE
3.1,2.48,7079.46,0.789746,0.00090177,206.376083,176.727772,0.999865,0,-66.7739,-8.63769e-11,-0.000740419,0.749865,FREEZE
3.1,2.48,7943.28,0.778905,0.000997913,206.274540,176.727772,0.999851,0,-66.8755,-8.76056e-11,-0.000735226,0.749851,FREEZE
3.1,2.48,8912.51,0.768432,0.00110462,206.175206,176.727772,0.999835,0,-66.9748,-8.85708e-11,-0.000730182,0.749835,FREEZE
3.1,2.48,10000,0.758303,0.00122307,206.077932,176.727772,0.999817,0,-67.0721,-8.91845e-11,-0.000725275,0.749817,FREEZE
3.1,2.48,11220.2,0.748482,0.00135453,205.982479,176.727772,0.999798,0,-67.1675,-8.93938e-11,-0.000720492,0.749798,FREEZE
3.1,2.48,12589.3,0.738930,0.00150042,205.888523,176.727772,0.999776,0,-67.2615,-8.91678e-11,-0.000715816,0.749776,FREEZE
3.1,2.48,14125.4,0.729600,0.00166224,205.795659,176.727772,0.999752,0,-67.3543,-8.8528e-11,-0.000711223,0.749752,FREEZE
3.1,2.48,15848.9,0.720438,0.00184164,205.703405,176.727772,0.999725,0,-67.4466,-8.7383e-11,-0.00070669,0.749725,FREEZE
3.1,2.48,17782.8,0.711389,0.0020404,205.611222,176.727772,0.999695,0,-67.5388,-8.57289e-11,-0.000702189,0.749695,FREEZE
3.1,2.48,19952.6,0.702395,0.00226042,205.518518,176.727772,0.999663,0,-67.6315,-8.36068e-11,-0.000697691,0.749663,FREEZE
3.1,2.48,22387.2,0.693398,0.00250375,205.424679,176.727772,0.999626,0,-67.7253,-8.09242e-11,-0.000693168,0.749626,FREEZE
3.1,2.48,25118.9,0.684341,0.00277256,205.329085,176.727772,0.999586,0,-67.8209,-7.76911e-11,-0.000688591,0.749586,FREEZE
3.1,2.48,28183.8,0.675175,0.0030692,205.231143,176.727772,0.999542,0,-67.9189,-7.39413e-11,-0.000683932,0.749542,FREEZE
3.1,2.48,31622.8,0.665856,0.00339617,205.130309,176.727772,0.999493,0,-68.0197,-6.96946e-11,-0.000679168,0.749493,FREEZE
3.1,2.48,35481.3,0.656352,0.00375617,205.026114,176.727772,0.99944,0,-68.1239,-6.50335e-11,-0.000674281,0.74944,FREEZE
3.1,2.48,39810.7,0.646639,0.00415212,204.918185,176.727772,0.999381,0,-68.2318,-6.00636e-11,-0.000669256,0.749381,FREEZE
3.1,2.48,44668.4,0.636705,0.00458719,204.806254,176.727772,0.999316,4.65661e-10,-68.3437,-5.4986e-11,-0.000664084,0.749316,FREEZE
3.1,2.48,50118.7,0.626551,0.00506483,204.690159,176.727772,0.999245,0,-68.4598,-4.98888e-11,-0.000658761,0.749245,FREEZE
3.1,2.48,56234.1,0.616186,0.00558882,204.569849,176.727772,0.999166,0,-68.5802,-4.4968e-11,-0.000653291,0.749166,FREEZE
3.1,2.48,63095.7,0.605627,0.00616331,204.445368,176.727772,0.999081,0,-68.7046,-9.84274e-11,-0.000647678,0.749081,FREEZE
3.1,2.48,70794.6,0.594901,0.00679287,204.316845,176.727772,0.998987,0,-68.8332,-8.88156e-11,-0.000641934,0.748987,FREEZE
3.1,2.48,79432.8,0.584038,0.00748254,204.184477,176.727772,0.998884,0,-68.9655,-8.00924e-11,-0.000636071,0.748884,FREEZE
3.1,2.48,89125.1,0.573069,0.00823788,204.048513,176.727772,0.998772,0,-69.1015,-7.22107e-11,-0.000630105,0.748772,FREEZE
3.1,2.48,100000,0.562030,0.00906501,203.909232,176.727772,0.998649,0,-69.2408,-6.53216e-11,-0.000624051,0.748649,FREEZE
3.1,2.48,112202,0.550955,0.00997067,203.766934,176.727772,0.998514,0,-69.3831,-5.92901e-11,-0.000617927,0.748514,FREEZE
3.1,2.48,125893,0.539875,0.0109623,203.621914,176.727772,0.998367,0,-69.5281,-5.39631e-11,-0.000611746,0.748367,FREEZE
3.1,2.48,141254,0.528820,0.012048,203.474453,176.727772,0.998205,0,-69.6755,-4.935e-11,-0.000605526,0.748205,FREEZE
3.1,2.48,158489,0.517813,0.0132368,203.324799,176.727772,0.998028,0,-69.8252,-4.53076e-11,-0.000599277,0.748028,FREEZE
3.1,2.48,177828,0.506877,0.0145382,203.173159,176.727772,0.997835,0,-69.9768,-1.08245e-10,-0.000593011,0.747835,FREEZE
3.1,2.48,199526,0.496025,0.0159629,203.019686,176.727772,0.997624,0,-70.1303,-1.00311e-10,-0.000586736,0.747624,FREEZE
3.1,2.48,223872,0.485269,0.0175223,202.864475,176.727772,0.997392,0,-70.2855,-9.28722e-11,-0.000580458,0.747392,FREEZE
3.1,2.48,251189,0.474613,0.0192286,202.707560,176.727772,0.997139,-4.65661e-10,-70.4424,-8.58149e-11,-0.000574179,0.747139,FREEZE
3.1,2.48,281838,0.464060,0.0210952,202.548919,176.727772,0.996862,0,-70.6011,-7.90518e-11,-0.0005679,0.746862,FREEZE
3.1,2.48,316228,0.453608,0.0231361,202.388486,176.727772,0.99656,0,-70.7615,-7.2475e-11,-0.000561619,0.74656,FREEZE
3.1,2.48,354813,0.443255,0.0253666,202.226164,176.727772,0.99623,0,-70.9238,-6.60788e-11,-0.000555336,0.74623,FREEZE
3.1,2.48,398107,0.432996,0.0278031,202.061845,176.727772,0.995869,0,-71.0882,-5.98942e-11,-0.000549047,0.745869,FREEZE
3.1,2.48,446684,0.422831,0.0304631,201.895431,176.727772,0.995476,0,-71.2546,-5.40399e-11,-0.00054275,0.745476,FREEZE
3.1,2.48,501187,0.412758,0.0333659,201.726855,176.727772,0.995048,0,-71.4231,-4.84913e-11,-0.000536445,0.745048,FREEZE
3.1,2.48,562341,0.402780,0.0365323,201.556096,176.727772,0.994581,0,-71.5939,-4.34315e-11,-0.000530133,0.744581,FREEZE
